Name,Item No,Vf,Imax,CCT,CRI,Cutout,Beam Angle,Wattage,Batch Code,Stock Code,IMAGE
Demo Downlight 18,DL18-ITEM,36V,350mA,4000K,90,95 mm,36°,18W,DL18,DL18/B,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Mat%20Black
Demo Downlight 18,DL18-ITEM,36V,350mA,3000K,90,95 mm,36°,18W,DL18,DL18/CG,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Champagne%20Gold
Demo Downlight 18,DL18-ITEM,36V,350mA,4000K,90,95 mm,36°,18W,DL18,DL18/CG,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Champagne%20Gold
Demo Downlight 18,DL18-ITEM,36V,350mA,3000K,90,95 mm,36°,18W,DL18,DL18/RG,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Rose%20Gold
Demo Downlight 18,DL18-ITEM,36V,350mA,4000K,90,95 mm,36°,18W,DL18,DL18/RG,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Rose%20Gold
Demo Downlight 18,DL18-ITEM,36V,350mA,3000K,90,95 mm,36°,18W,DL18,DL18/BR,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Brown
Demo Downlight 18,DL18-ITEM,36V,350mA,4000K,90,95 mm,36°,18W,DL18,DL18/BR,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Brown
Demo Downlight 18,DL18-ITEM,36V,350mA,3000K,90,95 mm,36°,18W,DL18,DL18/COF,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Coffee
Demo Downlight 18,DL18-ITEM,36V,350mA,4000K,90,95 mm,36°,18W,DL18,DL18/COF,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Coffee
Demo Downlight 18,DL18-ITEM,36V,350mA,3000K,90,95 mm,36°,18W,DL18,DL18/DGR,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Dark%20Gray
Demo Downlight 18,DL18-ITEM,36V,350mA,4000K,90,95 mm,36°,18W,DL18,DL18/DGR,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Dark%20Gray
Demo Downlight 18,DL18-ITEM,36V,350mA,3000K,90,95 mm,36°,18W,DL18,DL18/BB,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Ballet%20Blue
Demo Downlight 18,DL18-ITEM,36V,350mA,4000K,90,95 mm,36°,18W,DL18,DL18/BB,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Ballet%20Blue
Demo Downlight 18,DL18-ITEM,36V,350mA,3000K,90,95 mm,36°,18W,DL18,DL18/CH,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Chrome
Demo Downlight 18,DL18-ITEM,36V,350mA,4000K,90,95 mm,36°,18W,DL18,DL18/CH,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Chrome
Demo Downlight 18,DL18-ITEM,36V,350mA,3000K,90,95 mm,36°,18W,DL18,DL18/CHB,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Chrome%20Black
Demo Downlight 18,DL18-ITEM,36V,350mA,4000K,90,95 mm,36°,18W,DL18,DL18/CHB,https://placehold.co/800x800/ffffff/222222?text=Demo%20Downlight%2018%20Chrome%20Black
